Tanggal,Waktu,Suhu (C),Kelembaban (%)
9/12/2023,14.39.21,27.9,72.6
9/12/2023,14.40.21,27.9,69.8
9/12/2023,14.41.21,27.9,69.8
9/12/2023,14.42.21,27.9,69.8
9/12/2023,14.43.21,27.9,69.8
9/12/2023,14.44.21,27.8,69.8
9/12/2023,14.45.21,27.9,69.8
9/12/2023,14.46.21,27.9,69.8
9/12/2023,14.47.21,27.9,70.1
9/12/2023,14.48.21,27.9,70.1
9/12/2023,14.49.21,27.8,70.1
9/12/2023,14.50.21,27.8,70.1
9/12/2023,14.51.21,27.8,70.1
9/12/2023,14.52.21,27.8,70.1
9/12/2023,14.53.21,27.8,70.1
9/12/2023,14.54.21,27.8,70.1
9/12/2023,14.55.21,27.8,70.1
9/12/2023,14.56.21,27.8,70.1
9/12/2023,14.57.21,27.8,70.1
9/12/2023,14.58.21,27.8,70.1
9/12/2023,14.59.21,27.8,70.1
9/12/2023,15.00.21,27.8,70.1
9/12/2023,15.01.21,27.8,70.7
9/12/2023,15.02.21,27.8,70.7
9/12/2023,15.03.21,27.8,70.7
9/12/2023,15.04.21,27.8,70.7
9/12/2023,15.05.21,27.8,70.7
9/12/2023,15.06.21,27.8,70.7
9/12/2023,15.07.21,27.8,70.7
9/12/2023,15.08.21,27.8,70.7
9/12/2023,15.09.21,27.8,70.7
9/12/2023,15.10.21,27.9,70.7
9/12/2023,15.11.21,27.8,70.7
9/12/2023,15.12.21,27.9,70.7
9/12/2023,15.13.21,27.9,70.7
9/12/2023,15.14.21,27.9,70.7
9/12/2023,15.15.21,28.7,70.7
9/12/2023,15.16.21,28.8,70.7
9/12/2023,15.17.21,28.8,70.7
9/12/2023,15.18.21,28.7,70.7
9/12/2023,15.19.21,28.7,70.7
9/12/2023,15.20.21,28.9,69.6
9/12/2023,15.21.21,29.2,69.6
9/12/2023,15.22.21,29.4,69.6
9/12/2023,15.23.21,29.4,69.6
9/12/2023,15.24.21,29.3,69.6
9/12/2023,15.25.21,29.2,69.6
9/12/2023,15.26.21,27.9,69.6
9/12/2023,15.27.21,27.9,69.6
9/12/2023,15.28.21,27.9,69.6
9/12/2023,15.29.21,27.9,69.6
9/12/2023,15.30.21,27.9,68.7
9/12/2023,15.31.21,27.9,68.7
9/12/2023,15.32.21,27.9,68.7
9/12/2023,15.33.21,27.9,68.7
9/12/2023,15.34.21,27.9,68.7
9/12/2023,15.35.21,27.9,68.7
9/12/2023,15.36.21,27.9,68.7
9/12/2023,15.37.21,27.9,68.7
9/12/2023,15.38.21,27.9,68.7
9/12/2023,15.39.21,27.9,68.7
9/12/2023,15.40.21,27.9,68.7
9/12/2023,15.41.21,27.9,68.7
9/12/2023,15.42.21,27.9,68.7
9/12/2023,15.43.21,27.9,69.9
9/12/2023,15.44.21,27.9,69.9
9/12/2023,15.45.21,27.9,69.9
9/12/2023,15.46.21,27.9,69.9
9/12/2023,15.47.21,27.9,69.9
9/12/2023,15.48.21,27.9,69.9
9/12/2023,15.49.21,27.9,69.9
9/12/2023,15.50.21,27.9,69.9
9/12/2023,15.51.21,27.9,70.6
9/12/2023,15.52.21,27.9,70.6
9/12/2023,15.53.21,27.9,70.6
9/12/2023,15.54.21,27.9,70.6
9/12/2023,15.55.21,27.9,70.6
9/12/2023,15.56.21,27.9,70.6
9/12/2023,15.57.21,27.9,70.6
9/12/2023,15.58.21,27.9,70.6
9/12/2023,15.59.21,27.9,70.6
9/12/2023,16.00.21,27.9,70.6
9/12/2023,16.01.21,29.5,70.6
9/12/2023,16.02.21,29.4,70.6
9/12/2023,16.03.21,29.3,70.6
9/12/2023,16.04.21,28.2,70.6
9/12/2023,16.05.21,28.2,70.6
9/12/2023,16.06.21,28,69.9
9/12/2023,16.07.21,28,69.9
9/13/2023,14.01.21,27.9,74.2
9/13/2023,14.02.21,27.9,74.2
9/13/2023,14.03.21,27.9,74.2
9/13/2023,14.04.21,27.9,74.2
9/13/2023,14.05.21,27.9,74.2
9/13/2023,14.06.21,27.9,74.2
9/13/2023,14.07.21,27.9,74.2
9/13/2023,14.08.21,27.9,74.2
9/13/2023,14.09.21,27.9,74.2
9/13/2023,14.10.21,27.9,72.3
9/13/2023,14.11.21,27.9,72.3
9/13/2023,14.12.21,27.9,72.3
9/13/2023,14.13.21,27.9,72.3
9/13/2023,14.14.21,27.9,72.3
9/13/2023,14.15.21,27.9,72.3
9/13/2023,14.16.21,27.9,72.3
9/13/2023,14.17.21,27.9,74.2
9/13/2023,14.18.21,27.9,74.2
9/13/2023,14.19.21,27.9,74.2
9/13/2023,14.20.21,27.9,74.2
9/13/2023,14.21.21,27.9,74.2
9/13/2023,14.22.21,27.9,72.3
9/13/2023,14.23.21,27.9,72.3
9/13/2023,14.24.21,27.9,72.3
9/13/2023,14.25.21,27.9,72.3
9/13/2023,14.26.21,27.9,71.9
9/13/2023,14.27.21,27.9,71.9
9/13/2023,14.28.21,27.9,71.9
9/13/2023,14.29.21,27.9,71.9
9/13/2023,14.30.21,27.8,71.9
9/13/2023,14.31.21,27.9,71.9
9/13/2023,14.32.21,27.9,71.9
9/13/2023,14.33.21,27.9,71.9
9/13/2023,14.34.21,27.9,71.9
9/13/2023,14.35.21,27.9,72.7
9/13/2023,14.36.21,27.9,72.7
9/13/2023,14.37.21,27.8,72.7
9/13/2023,14.38.21,27.9,72.7
9/13/2023,14.39.21,27.9,72.7
9/13/2023,14.40.21,27.8,72.7
9/13/2023,14.41.21,27.8,72.7
9/13/2023,14.42.21,27.8,72.7
9/13/2023,14.43.21,27.8,72.7
9/13/2023,14.44.21,27.8,72.7
9/13/2023,14.45.21,27.8,72.7
9/13/2023,14.46.21,27.8,72.7
9/13/2023,14.47.21,27.8,72.7
9/13/2023,14.48.21,27.8,72.7
9/13/2023,14.49.21,27.8,72.7
9/13/2023,14.50.21,27.8,72.7
9/13/2023,14.51.21,27.9,72.7
9/13/2023,14.52.21,27.8,72.3
9/13/2023,14.53.21,27.8,72.3
9/13/2023,14.54.21,27.8,72.3
9/13/2023,14.55.21,27.8,72.3
9/13/2023,14.56.21,27.8,72.3
9/13/2023,14.57.21,27.8,72.3
9/13/2023,14.58.21,27.8,72.3
9/13/2023,14.59.21,27.8,72.3
9/13/2023,15.00.21,27.8,72.3
9/13/2023,15.01.21,27.8,72.3
9/13/2023,15.02.21,27.8,72.3
9/13/2023,15.03.21,27.8,72.3
9/13/2023,15.04.21,27.8,71.8
9/13/2023,15.05.21,27.8,71.8
9/13/2023,15.06.21,27.8,71.8
9/13/2023,15.07.21,27.8,71.8
9/13/2023,15.08.21,27.8,71.8
9/13/2023,15.09.21,27.8,71.8
9/13/2023,15.10.21,27.8,71.8
9/13/2023,15.11.21,27.8,71.8
9/13/2023,15.12.21,27.8,71.8
9/13/2023,15.13.21,27.8,71.8
9/13/2023,15.14.21,27.8,71.8
9/13/2023,15.15.21,27.8,72.3
9/13/2023,15.16.21,27.8,72.3
9/13/2023,15.17.21,27.8,72.3
9/13/2023,15.18.21,27.8,72.3
9/13/2023,15.19.21,27.8,71.8
9/13/2023,15.20.21,27.9,71.8
9/13/2023,15.21.21,27.8,71.8
9/13/2023,15.22.21,27.8,71.8
9/13/2023,15.23.21,27.9,71.8
9/13/2023,15.24.21,27.9,71.8
9/13/2023,15.25.21,27.9,71.8
9/13/2023,15.26.21,27.9,71.4
9/13/2023,15.27.21,27.9,71.4
9/13/2023,15.28.21,27.9,71.4
9/13/2023,15.29.21,28.3,71.4
9/13/2023,15.30.21,28.7,71.4
9/13/2023,15.31.21,28.8,71.4
9/13/2023,15.32.21,28.8,71.4
9/13/2023,15.33.21,28.8,71.4
9/13/2023,15.34.21,28.8,71.4
9/13/2023,15.35.21,28.7,71.4
9/13/2023,15.36.21,28.7,71.4
9/13/2023,15.37.21,28.7,70.8
9/13/2023,15.38.21,28.7,70.8
9/13/2023,15.39.21,28.8,70.8
9/13/2023,15.40.21,28.9,70.8
9/13/2023,15.41.21,29.1,70.8
9/13/2023,15.42.21,29.2,70.8
9/13/2023,15.43.21,29.3,70.8
9/13/2023,15.44.21,29.4,70.8
9/13/2023,15.45.21,29.4,70.8
9/13/2023,15.46.21,29.4,70.8
9/13/2023,15.47.21,29.4,69.7
9/13/2023,15.48.21,29.3,69.7
9/13/2023,15.49.21,29.3,69.7
9/13/2023,15.50.21,29.2,69.7
9/13/2023,15.51.21,29.8,69.7
9/13/2023,15.52.21,29.8,69.7
9/13/2023,15.53.21,29.8,69.7
9/13/2023,15.54.21,29.8,69.7
9/13/2023,15.55.21,29.8,69.7
9/13/2023,15.56.21,29.8,70.8
9/13/2023,15.57.21,29.8,70.8
9/13/2023,15.58.21,29.8,70.8
9/13/2023,15.59.21,29.4,70.8
9/13/2023,16.00.21,29.3,70.8
9/13/2023,16.01.21,29.3,70.8
9/13/2023,16.02.21,29.2,69.7
9/13/2023,16.03.21,29.8,69.7
9/13/2023,16.04.21,29.8,69.7
9/13/2023,16.05.21,29.8,69.7
9/13/2023,16.06.21,29.8,70.4
9/13/2023,16.07.21,29.8,70.4
9/14/2023,14.01.21,30.5,65.7
9/14/2023,14.02.21,30.6,65.7
9/14/2023,14.03.21,30.5,65.7
9/14/2023,14.04.21,30.6,65.7
9/14/2023,14.05.21,30.5,65.7
9/14/2023,14.06.21,30.6,65.7
9/14/2023,14.07.21,30.5,65.7
9/14/2023,14.08.21,30.6,65.7
9/14/2023,14.09.21,30.5,65.7
9/14/2023,14.10.21,30.6,67.9
9/14/2023,14.11.21,30.5,70.1
9/14/2023,14.12.21,30.6,64.8
9/14/2023,14.13.21,30.5,64.8
9/14/2023,14.14.21,30.6,64.8
9/14/2023,14.15.21,30.5,64.8
9/14/2023,14.16.21,30.6,64.8
9/14/2023,14.17.21,30.5,64.8
9/14/2023,14.18.21,30.6,64.8
9/14/2023,14.19.21,30.5,64.8
9/14/2023,14.20.21,30.6,64.8
9/14/2023,14.21.21,30.5,64.8
9/14/2023,14.22.21,30.6,64.8
9/14/2023,14.23.21,30.5,64.8
9/14/2023,14.24.21,30.6,69.6
9/14/2023,14.25.21,30.5,69.6
9/14/2023,14.26.21,30.6,69.6
9/14/2023,14.27.21,30.5,69.6
9/14/2023,14.28.21,30.6,69.6
9/14/2023,14.29.21,30.5,69.6
9/14/2023,14.30.21,30.6,69.6
9/14/2023,14.31.21,30.5,69.6
9/14/2023,14.32.21,30.6,69.6
9/14/2023,14.33.21,30.5,68.7
9/14/2023,14.34.21,30.6,68.7
9/14/2023,14.35.21,30.5,68.7
9/14/2023,14.36.21,30.6,68.7
9/14/2023,14.37.21,30.5,68.7
9/14/2023,14.38.21,30.6,68.7
9/14/2023,14.39.21,30.5,68.7
9/14/2023,14.40.21,30.6,64.8
9/14/2023,14.41.21,30.5,64.8
9/14/2023,14.42.21,30.6,64.8
9/14/2023,14.43.21,30.5,64.8
9/14/2023,14.44.21,30.6,64.8
9/14/2023,14.45.21,30.5,64.8
9/14/2023,14.46.21,30.6,69.6
9/14/2023,14.47.21,30.5,69.6
9/14/2023,14.48.21,30.6,69.6
9/14/2023,14.49.21,30.5,69.6
9/14/2023,14.50.21,30.6,69.6
9/14/2023,14.51.21,30.5,69.6
9/14/2023,14.52.21,30.6,69.6
9/14/2023,14.53.21,30.5,69.6
9/14/2023,14.54.21,30.6,64.8
9/14/2023,14.55.21,30.5,64.8
9/14/2023,14.56.21,30.6,64.8
9/14/2023,14.57.21,30.5,64.8
9/14/2023,14.58.21,30.6,64.8
9/14/2023,14.59.21,30.5,64.8
9/14/2023,15.00.21,30.6,64.8
9/14/2023,15.01.21,30.5,65
9/14/2023,15.02.21,30.6,68.7
9/14/2023,15.03.21,30.5,68.7
9/14/2023,15.04.21,30.6,68.7
9/14/2023,15.05.21,30.5,68.7
9/14/2023,15.06.21,30.6,64.8
9/14/2023,15.07.21,30.5,64.8
9/14/2023,15.08.21,30.6,64.8
9/14/2023,15.09.21,30.5,64.8
9/14/2023,15.10.21,30.6,64.8
9/14/2023,15.11.21,30.5,64.8
9/14/2023,15.12.21,30.6,65.6
9/14/2023,15.13.21,30.5,65.6
9/14/2023,15.14.21,30.6,65.6
9/14/2023,15.15.21,30.5,65.6
9/14/2023,15.16.21,30.6,65.6
9/14/2023,15.17.21,30.5,65.6
9/14/2023,15.18.21,30.6,65.6
9/14/2023,15.19.21,30.5,65.6
9/14/2023,15.20.21,30.6,65.6
9/14/2023,15.21.21,30.5,65.6
9/14/2023,15.22.21,30.6,65.6
9/14/2023,15.23.21,30.5,65.6
9/14/2023,15.24.21,30.6,65.6
9/14/2023,15.25.21,30.5,64.8
9/14/2023,15.26.21,30.6,64.8
9/14/2023,15.27.21,30.5,64.8
9/14/2023,15.28.21,30.6,64.8
9/14/2023,15.29.21,30.5,64.8
9/14/2023,15.30.21,30.6,64.8
9/14/2023,15.31.21,30.5,64.8
9/14/2023,15.32.21,30.6,64.8
9/14/2023,15.33.21,30.5,64.8
9/14/2023,15.34.21,30.6,64.8
9/14/2023,15.35.21,30.5,64.8
9/14/2023,15.36.21,30.6,67.8
9/14/2023,15.37.21,30.5,67.8
9/14/2023,15.38.21,30.6,67.8
9/14/2023,15.39.21,30.5,67.8
9/14/2023,15.40.21,30.6,67.8
9/14/2023,15.41.21,30.5,67.8
9/14/2023,15.42.21,30.6,67.8
9/14/2023,15.43.21,30.5,67.8
9/14/2023,15.44.21,30.6,67.8
9/14/2023,15.45.21,30.5,67.8
9/14/2023,15.46.21,30.6,67.8
9/14/2023,15.47.21,30.5,64.3
9/14/2023,15.48.21,30.6,64.3
9/14/2023,15.49.21,30.5,64.3
9/14/2023,15.50.21,30.6,64.3
9/14/2023,15.51.21,30.5,64.3
9/14/2023,15.52.21,30.6,64.3
9/14/2023,15.53.21,30.5,64.3
9/14/2023,15.54.21,30.6,64.3
9/14/2023,15.55.21,30.5,64.3
9/14/2023,15.56.21,30.6,64.3
9/14/2023,15.57.21,30.5,64.3
9/14/2023,15.58.21,30.6,64.3
9/14/2023,15.59.21,30.5,64.3
9/14/2023,16.00.21,30.6,64.3
9/14/2023,16.01.21,30.5,65.9
9/14/2023,16.02.21,30.6,65.9
9/14/2023,16.03.21,30.5,65.9
9/14/2023,16.04.21,30.6,65.9
9/14/2023,16.05.21,30.5,65.9
9/14/2023,16.06.21,30.6,65.9
9/14/2023,16.07.21,30.5,65.9
9/15/2023,14.01.21,30.2,65.7
9/15/2023,14.02.21,30.2,65.7
9/15/2023,14.03.21,30.2,65.7
9/15/2023,14.04.21,30.2,65.7
9/15/2023,14.05.21,30.2,65.7
9/15/2023,14.06.21,30.2,65.7
9/15/2023,14.07.21,30.2,65.7
9/15/2023,14.08.21,30.2,65.7
9/15/2023,14.09.21,30.2,65.7
9/15/2023,14.10.21,30.2,65.7
9/15/2023,14.11.21,30.2,65.7
9/15/2023,14.12.21,30.2,65.7
9/15/2023,14.13.21,30.2,65.7
9/15/2023,14.14.21,30.1,65.9
9/15/2023,14.15.21,30.1,65.9
9/15/2023,14.16.21,30.1,65.9
9/15/2023,14.17.21,30.1,65.9
9/15/2023,14.18.21,30.1,65.9
9/15/2023,14.19.21,30.1,65.9
9/15/2023,14.20.21,30.1,65.7
9/15/2023,14.21.21,30.1,63.8
9/15/2023,14.22.21,30.2,63.8
9/15/2023,14.23.21,30.3,63.8
9/15/2023,14.24.21,30.2,63.8
9/15/2023,14.25.21,30.2,63.8
9/15/2023,14.26.21,30.1,63.8
9/15/2023,14.27.21,30.1,63.8
9/15/2023,14.28.21,30.1,63.8
9/15/2023,14.29.21,30.1,63.8
9/15/2023,14.30.21,30.1,63.8
9/15/2023,14.31.21,30.2,63.8
9/15/2023,14.32.21,30.2,63.8
9/15/2023,14.33.21,30.3,63.8
9/15/2023,14.34.21,30.3,64.8
9/15/2023,14.35.21,30.3,64.8
9/15/2023,14.36.21,30.3,64.8
9/15/2023,14.37.21,30.3,64.8
9/15/2023,14.38.21,30.3,64.8
9/15/2023,14.39.21,30.3,64.8
9/15/2023,14.40.21,30.3,64.8
9/15/2023,14.41.21,30.3,64.8
9/15/2023,14.42.21,30.2,64.8
9/15/2023,14.43.21,30.2,64.8
9/15/2023,14.44.21,30.2,64.8
9/15/2023,14.45.21,30.2,64.8
9/15/2023,14.46.21,30.1,64.8
9/15/2023,14.47.21,30.1,64.5
9/15/2023,14.48.21,30.3,64.5
9/15/2023,14.49.21,30.2,64.5
9/15/2023,14.50.21,30.2,64.5
9/15/2023,14.51.21,30.2,64.5
9/15/2023,14.52.21,30.2,64.5
9/15/2023,14.53.21,30.2,64.5
9/15/2023,14.54.21,30.2,64.5
9/15/2023,14.55.21,30.2,64.5
9/15/2023,14.56.21,30.2,64.5
9/15/2023,14.57.21,30.2,64.5
9/15/2023,14.58.21,30.1,64.5
9/15/2023,14.59.21,30.1,65.8
9/15/2023,15.00.21,30.1,65.8
9/15/2023,15.01.21,30.1,65.8
9/15/2023,15.02.21,30.1,65.8
9/15/2023,15.03.21,30.1,65.8
9/15/2023,15.04.21,30.1,65.8
9/15/2023,15.05.21,30,65.8
9/15/2023,15.06.21,30,65.8
9/15/2023,15.07.21,30,65.8
9/15/2023,15.08.21,30,65.8
9/15/2023,15.09.21,30,65.8
9/15/2023,15.10.21,30,65.8
9/15/2023,15.11.21,29.9,65.8
9/15/2023,15.12.21,29.9,65.8
9/15/2023,15.13.21,29.9,65.8
9/15/2023,15.14.21,29.9,65.8
9/15/2023,15.15.21,29.9,65.8
9/15/2023,15.16.21,29.9,65.8
9/15/2023,15.17.21,29.8,65.8
9/15/2023,15.18.21,29.8,65.1
9/15/2023,15.19.21,29.8,65.1
9/15/2023,15.20.21,29.8,65.1
9/15/2023,15.21.21,29.8,65.1
9/15/2023,15.22.21,29.8,65.1
9/15/2023,15.23.21,29.7,65.1
9/15/2023,15.24.21,29.7,65.1
9/15/2023,15.25.21,29.7,65.1
9/15/2023,15.26.21,29.7,65.1
9/15/2023,15.27.21,29.7,65.1
9/15/2023,15.28.21,29.7,65.1
9/15/2023,15.29.21,29.7,65.1
9/15/2023,15.30.21,29.7,65.1
9/15/2023,15.31.21,29.6,65.1
9/15/2023,15.32.21,29.6,65.1
9/15/2023,15.33.21,29.6,65.1
9/15/2023,15.34.21,29.6,65.8
9/15/2023,15.35.21,29.6,65.8
9/15/2023,15.36.21,29.6,65.8
9/15/2023,15.37.21,29.6,65.8
9/15/2023,15.38.21,29.6,65.8
9/15/2023,15.39.21,29.6,65.8
9/15/2023,15.40.21,29.5,65.8
9/15/2023,15.41.21,29.5,65.8
9/15/2023,15.42.21,29.5,65.8
9/15/2023,15.43.21,29.5,65.8
9/15/2023,15.44.21,29.5,65.1
9/15/2023,15.45.21,29.5,65.1
9/15/2023,15.46.21,29.5,65.1
9/15/2023,15.47.21,29.4,65.1
9/15/2023,15.48.21,29.4,65.1
9/15/2023,15.49.21,29.4,65.1
9/15/2023,15.50.21,29.4,65.1
9/15/2023,15.51.21,29.4,66.8
9/15/2023,15.52.21,29.4,66.8
9/15/2023,15.53.21,29.4,66.8
9/15/2023,15.54.21,29.4,66.8
9/15/2023,15.55.21,29.4,66.8
9/15/2023,15.56.21,29.4,66.8
9/15/2023,15.57.21,29.4,66.8
9/15/2023,15.58.21,29.3,66.8
9/15/2023,15.59.21,29.3,66.8
9/15/2023,16.00.21,29.3,66.8
9/15/2023,16.01.21,30,66.8
9/15/2023,16.02.21,30,66.8
9/15/2023,16.03.21,30,66.8
9/15/2023,16.04.21,30,65.1
9/15/2023,16.05.21,30,65.1
9/15/2023,16.06.21,29.9,65.1
9/15/2023,16.07.21,29.9,65.1
9/16/2023,14.01.21,29.3,71.3
9/16/2023,14.02.21,29.3,71.3
9/16/2023,14.03.21,29.3,71.3
9/16/2023,14.04.21,29.3,71.3
9/16/2023,14.05.21,29.3,71.3
9/16/2023,14.06.21,29.3,71.3
9/16/2023,14.07.21,29.3,71.3
9/16/2023,14.08.21,29.3,71.3
9/16/2023,14.09.21,29.2,71.3
9/16/2023,14.10.21,29.2,71.3
9/16/2023,14.11.21,29.2,71.3
9/16/2023,14.12.21,29.2,68.9
9/16/2023,14.13.21,29.2,68.9
9/16/2023,14.14.21,29.2,68.9
9/16/2023,14.15.21,29.2,68.9
9/16/2023,14.16.21,29.2,68.9
9/16/2023,14.17.21,29.2,68.9
9/16/2023,14.18.21,29.2,68.9
9/16/2023,14.19.21,29.2,68.9
9/16/2023,14.20.21,29.2,68.9
9/16/2023,14.21.21,29.1,68.9
9/16/2023,14.22.21,29.1,68.9
9/16/2023,14.23.21,29.1,67.9
9/16/2023,14.24.21,29.1,67.9
9/16/2023,14.25.21,29.1,67.9
9/16/2023,14.26.21,29.1,67.9
9/16/2023,14.27.21,29.1,67.9
9/16/2023,14.28.21,29.1,70.1
9/16/2023,14.29.21,29.1,70.1
9/16/2023,14.30.21,29.1,70.1
9/16/2023,14.31.21,29.1,70.1
9/16/2023,14.32.21,29.1,70.1
9/16/2023,14.33.21,29.1,70.1
9/16/2023,14.34.21,29.1,70.1
9/16/2023,14.35.21,29.1,70.1
9/16/2023,14.36.21,29.1,70.1
9/16/2023,14.37.21,29.1,70.1
9/16/2023,14.38.21,29,70.1
9/16/2023,14.39.21,29,70.1
9/16/2023,14.40.21,29,70.1
9/16/2023,14.41.21,29,70.1
9/16/2023,14.42.21,29,70.1
9/16/2023,14.43.21,29,68.9
9/16/2023,14.44.21,29,68.9
9/16/2023,14.45.21,29,68.9
9/16/2023,14.46.21,29,68.9
9/16/2023,14.47.21,29,68.9
9/16/2023,14.48.21,29,68.9
9/16/2023,14.49.21,29,68.9
9/16/2023,14.50.21,29,68.9
9/16/2023,14.51.21,29,67.9
9/16/2023,14.52.21,29,67.9
9/16/2023,14.53.21,29,67.9
9/16/2023,14.54.21,29,67.9
9/16/2023,14.55.21,29,67.9
9/16/2023,14.56.21,29,70.1
9/16/2023,14.57.21,28.9,70.1
9/16/2023,14.58.21,28.9,70.1
9/16/2023,14.59.21,28.9,70.4
9/16/2023,15.00.21,28.9,70.4
9/16/2023,15.01.21,28.9,70.4
9/16/2023,15.02.21,28.9,70.4
9/16/2023,15.03.21,28.9,70.4
9/16/2023,15.04.21,28.9,70.4
9/16/2023,15.05.21,28.9,70.4
9/16/2023,15.06.21,28.9,70.4
9/16/2023,15.07.21,28.9,70.4
9/16/2023,15.08.21,28.9,70.4
9/16/2023,15.09.21,28.9,70.4
9/16/2023,15.10.21,28.9,70.4
9/16/2023,15.11.21,28.9,70.6
9/16/2023,15.12.21,28.9,70.6
9/16/2023,15.13.21,28.9,70.6
9/16/2023,15.14.21,28.9,70.6
9/16/2023,15.15.21,28.9,70.6
9/16/2023,15.16.21,28.9,70.6
9/16/2023,15.17.21,28.9,70.6
9/16/2023,15.18.21,28.9,70.6
9/16/2023,15.19.21,28.9,70.6
9/16/2023,15.20.21,28.9,70.6
9/16/2023,15.21.21,28.9,70.6
9/16/2023,15.22.21,28.9,70.6
9/16/2023,15.23.21,28.9,70.6
9/16/2023,15.24.21,28.9,70.6
9/16/2023,15.25.21,28.9,70.9
9/16/2023,15.26.21,28.8,70.9
9/16/2023,15.27.21,28.8,70.9
9/16/2023,15.28.21,28.8,70.9
9/16/2023,15.29.21,28.8,70.9
9/16/2023,15.30.21,28.8,70.9
9/16/2023,15.31.21,28.8,70.9
9/16/2023,15.32.21,28.8,70.9
9/16/2023,15.33.21,28.8,70.9
9/16/2023,15.34.21,28.8,70.9
9/16/2023,15.35.21,28.8,70.9
9/16/2023,15.36.21,28.8,70.9
9/16/2023,15.37.21,28.8,70.4
9/16/2023,15.38.21,28.8,70.4
9/16/2023,15.39.21,28.8,70.4
9/16/2023,15.40.21,28.8,70.4
9/16/2023,15.41.21,28.8,70.4
9/16/2023,15.42.21,28.8,70.4
9/16/2023,15.43.21,28.8,70.4
9/16/2023,15.44.21,28.8,70.4
9/16/2023,15.45.21,28.8,70.4
9/16/2023,15.46.21,28.8,70.4
9/16/2023,15.47.21,28.8,70.4
9/16/2023,15.48.21,28.8,70.4
9/16/2023,15.49.21,28.8,69.4
9/16/2023,15.50.21,28.8,69.4
9/16/2023,15.51.21,28.8,69.4
9/16/2023,15.52.21,28.8,69.4
9/16/2023,15.53.21,28.8,69.4
9/16/2023,15.54.21,28.8,69.4
9/16/2023,15.55.21,28.8,69.4
9/16/2023,15.56.21,28.8,69.4
9/16/2023,15.57.21,28.8,69.4
9/16/2023,15.58.21,28.8,69.4
9/16/2023,15.59.21,28.8,72.1
9/16/2023,16.00.21,28.8,72.1
9/16/2023,16.01.21,28.7,72.1
9/16/2023,16.02.21,28.7,72.1
9/16/2023,16.03.21,28.7,72.1
9/16/2023,16.04.21,28.7,72.1
9/16/2023,16.05.21,27.9,72.1
9/16/2023,16.06.21,27.9,72.1
9/16/2023,16.07.21,27.9,72.1
9/17/2023,14.01.21,28.8,73.1
9/17/2023,14.02.21,28.8,73.1
9/17/2023,14.03.21,28.8,73.1
9/17/2023,14.04.21,28.8,73.1
9/17/2023,14.05.21,28.8,73.1
9/17/2023,14.06.21,28.8,73.1
9/17/2023,14.07.21,28.8,73.1
9/17/2023,14.08.21,28.8,73.1
9/17/2023,14.09.21,28.8,73.1
9/17/2023,14.10.21,28.8,73.1
9/17/2023,14.11.21,28.8,73.1
9/17/2023,14.12.21,28.8,73.1
9/17/2023,14.13.21,28.8,71.2
9/17/2023,14.14.21,28.8,71.2
9/17/2023,14.15.21,28.8,71.2
9/17/2023,14.16.21,28.8,71.2
9/17/2023,14.17.21,28.8,71.2
9/17/2023,14.18.21,28.8,71.2
9/17/2023,14.19.21,28.8,71.2
9/17/2023,14.20.21,28.8,71.2
9/17/2023,14.21.21,28.8,71.2
9/17/2023,14.22.21,28.7,71.2
9/17/2023,14.23.21,28.7,71.2
9/17/2023,14.24.21,28.7,71.2
9/17/2023,14.25.21,28.8,71.2
9/17/2023,14.26.21,28.8,72.3
9/17/2023,14.27.21,28.7,72.3
9/17/2023,14.28.21,28.7,72.3
9/17/2023,14.29.21,28.7,72.3
9/17/2023,14.30.21,28.7,72.3
9/17/2023,14.31.21,28.7,72.3
9/17/2023,14.32.21,28.7,72.3
9/17/2023,14.33.21,28.7,72.3
9/17/2023,14.34.21,28.7,72.3
9/17/2023,14.35.21,28.7,72.3
9/17/2023,14.36.21,28.7,72.3
9/17/2023,14.37.21,28.7,71.2
9/17/2023,14.38.21,28.7,71.2
9/17/2023,14.39.21,28.7,71.2
9/17/2023,14.40.21,28.7,71.2
9/17/2023,14.41.21,28.7,71.2
9/17/2023,14.42.21,28.7,71.2
9/17/2023,14.43.21,28.7,71.2
9/17/2023,14.44.21,28.7,71.2
9/17/2023,14.45.21,28.7,71.2
9/17/2023,14.46.21,28.7,71.2
9/17/2023,14.47.21,28.7,71.2
9/17/2023,14.48.21,28.7,71.2
9/17/2023,14.49.21,28.7,71.2
9/17/2023,14.50.21,28.7,73.4
9/17/2023,14.51.21,28.7,73.4
9/17/2023,14.52.21,28.7,73.4
9/17/2023,14.53.21,28.7,73.4
9/17/2023,14.54.21,28.7,73.4
9/17/2023,14.55.21,28.7,73.4
9/17/2023,14.56.21,28.7,73.4
9/17/2023,14.57.21,28.7,73.4
9/17/2023,14.58.21,28.7,73.4
9/17/2023,14.59.21,28.7,73.4
9/17/2023,15.00.21,28.7,73.4
9/17/2023,15.01.21,28.7,73.4
9/17/2023,15.02.21,28.7,73.4
9/17/2023,15.03.21,28.7,72.9
9/17/2023,15.04.21,28.7,72.9
9/17/2023,15.05.21,28.7,72.9
9/17/2023,15.06.21,28.7,72.9
9/17/2023,15.07.21,28.7,72.9
9/17/2023,15.08.21,28.7,72.9
9/17/2023,15.09.21,28.7,72.9
9/17/2023,15.10.21,28.7,72.9
9/17/2023,15.11.21,28.7,72.9
